num_date_time,건물번호,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전력소비량(kWh)
42_20240820 11,42,20240820 11,29.9,0.0,2.3,72.0,0.2,1.23,6078.96
42_20240820 12,42,20240820 12,31.7,0.0,1.6,66.0,0.0,0.43,6005.52
42_20240820 13,42,20240820 13,30.5,0.2,1.3,82.0,0.1,0.3,6089.04
42_20240820 14,42,20240820 14,29.0,0.0,2.1,84.0,0.1,0.91,6198.48
42_20240820 15,42,20240820 15,31.3,0.3,2.0,76.0,0.2,1.34,6130.08
42_20240820 16,42,20240820 16,32.5,0.0,3.2,61.0,0.7,2.09,6021.36
42_20240820 17,42,20240820 17,32.5,0.0,2.1,61.0,0.4,1.01,5681.52
42_20240820 18,42,20240820 18,28.8,0.7,1.4,82.0,0.0,0.17,4909.68
42_20240820 19,42,20240820 19,28.9,0.0,1.2,81.0,0.0,0.1,4628.16
42_20240820 20,42,20240820 20,28.9,0.0,2.8,78.0,0.0,0.01,4330.08
42_20240820 21,42,20240820 21,28.7,0.0,3.1,78.0,0.0,0.0,4173.84
42_20240820 22,42,20240820 22,28.9,0.0,3.0,77.0,0.0,0.0,3885.12
42_20240820 23,42,20240820 23,29.1,0.0,3.7,73.0,0.0,0.0,3716.64
42_20240821 00,42,20240821 00,26.3,0.8,2.1,91.0,0.0,0.0,3685.68
42_20240821 01,42,20240821 01,26.3,0.0,3.3,88.0,0.0,0.0,3660.48
42_20240821 02,42,20240821 02,26.3,0.0,3.5,88.0,0.0,0.0,3677.04
42_20240821 03,42,20240821 03,26.5,0.0,3.5,89.0,0.0,0.0,3726.0
42_20240821 04,42,20240821 04,25.8,0.1,2.3,93.0,0.0,0.0,3856.32
42_20240821 05,42,20240821 05,25.7,1.5,2.4,94.0,0.0,0.0,4007.52
42_20240821 06,42,20240821 06,25.7,0.2,2.5,95.0,0.0,0.0,4659.12
42_20240821 07,42,20240821 07,26.1,0.9,1.8,95.0,0.0,0.05,5155.92
42_20240821 08,42,20240821 08,26.5,0.2,2.2,93.0,0.0,0.19,5561.28
42_20240821 09,42,20240821 09,27.0,0.0,2.2,91.0,0.0,0.4,5896.08
42_20240821 10,42,20240821 10,28.0,0.0,2.0,87.0,0.0,0.81,5982.48
42_20240821 11,42,20240821 11,29.4,0.0,1.4,77.0,0.0,1.12,5891.76
42_20240821 12,42,20240821 12,30.5,0.0,1.8,72.0,0.1,1.64,5782.32
42_20240821 13,42,20240821 13,31.5,0.0,1.5,68.0,0.0,1.17,5791.68
42_20240821 14,42,20240821 14,31.0,0.0,1.9,72.0,0.0,1.0,5894.64
42_20240821 15,42,20240821 15,28.9,0.4,2.0,88.0,0.1,0.95,5892.48
42_20240821 16,42,20240821 16,29.6,0.0,2.8,83.0,0.1,1.09,5788.08
42_20240821 17,42,20240821 17,29.9,0.0,2.8,78.0,0.0,0.83,5559.84
42_20240821 18,42,20240821 18,30.0,0.0,2.4,74.0,0.0,0.44,4921.2
42_20240821 19,42,20240821 19,29.5,0.0,2.0,76.0,0.0,0.11,4717.44
42_20240821 20,42,20240821 20,28.8,0.0,0.6,82.0,0.0,0.0,4529.52
42_20240821 21,42,20240821 21,28.3,0.0,1.1,79.0,0.0,0.0,4458.96
42_20240821 22,42,20240821 22,28.2,0.0,0.8,79.0,0.0,0.0,4121.28
42_20240821 23,42,20240821 23,28.1,0.0,1.5,84.0,0.0,0.0,3699.36
42_20240822 00,42,20240822 00,27.7,0.0,1.0,84.0,0.0,0.0,3682.08
42_20240822 01,42,20240822 01,27.2,0.0,0.7,85.0,0.0,0.0,3651.84
42_20240822 02,42,20240822 02,26.7,0.0,0.8,89.0,0.0,0.0,3640.32
42_20240822 03,42,20240822 03,26.6,0.0,0.6,88.0,0.0,0.0,3646.8
42_20240822 04,42,20240822 04,26.4,0.0,0.3,89.0,0.0,0.0,3807.36
42_20240822 05,42,20240822 05,26.0,0.0,1.8,92.0,0.0,0.0,3981.6
42_20240822 06,42,20240822 06,26.3,0.0,2.2,90.0,0.0,0.0,4676.4
42_20240822 07,42,20240822 07,27.0,0.0,2.4,87.0,0.2,0.16,5104.8
42_20240822 08,42,20240822 08,28.5,0.0,3.1,80.0,0.2,0.46,5566.32
42_20240822 09,42,20240822 09,29.9,0.0,2.8,72.0,0.1,0.73,5886.0
42_20240822 10,42,20240822 10,31.5,0.0,3.4,65.0,0.7,1.9,5904.72
42_20240822 11,42,20240822 11,31.9,0.0,3.5,63.0,0.6,2.11,5823.36
42_20240822 12,42,20240822 12,32.3,0.0,3.8,62.0,0.3,1.91,5752.08
42_20240822 13,42,20240822 13,33.8,0.0,3.6,56.0,0.6,2.57,5708.16
42_20240822 14,42,20240822 14,33.4,0.0,3.2,58.0,0.2,1.46,5862.24
42_20240822 15,42,20240822 15,32.9,0.0,2.5,60.0,0.2,1.1,5839.2
42_20240822 16,42,20240822 16,32.1,0.0,3.8,61.0,0.1,0.71,5701.68
42_20240822 17,42,20240822 17,30.5,0.0,2.5,65.0,0.0,0.32,5442.48
42_20240822 18,42,20240822 18,30.1,0.0,2.3,69.0,0.1,0.18,4809.6
42_20240822 19,42,20240822 19,29.6,0.0,2.4,72.0,0.1,0.13,4618.8
42_20240822 20,42,20240822 20,30.0,0.0,1.2,69.0,0.0,0.0,4364.64
42_20240822 21,42,20240822 21,29.8,0.0,0.8,69.0,0.0,0.0,4253.76
42_20240822 22,42,20240822 22,29.9,0.0,1.7,69.0,0.0,0.0,3851.28
42_20240822 23,42,20240822 23,29.8,0.0,3.4,70.0,0.0,0.0,3693.6
42_20240823 00,42,20240823 00,29.3,0.0,3.2,68.0,0.0,0.0,3658.32
42_20240823 01,42,20240823 01,28.8,0.0,2.8,68.0,0.0,0.0,3628.08
42_20240823 02,42,20240823 02,28.0,0.0,2.5,73.0,0.0,0.0,3607.2
42_20240823 03,42,20240823 03,27.5,0.0,2.6,75.0,0.0,0.0,3605.76
42_20240823 04,42,20240823 04,26.4,0.0,0.8,84.0,0.0,0.0,3741.84
42_20240823 05,42,20240823 05,25.6,0.0,0.8,87.0,0.0,0.0,3859.92
42_20240823 06,42,20240823 06,25.1,0.0,0.5,90.0,0.0,0.0,4563.36
42_20240823 07,42,20240823 07,26.4,0.0,0.6,83.0,0.7,0.24,5009.04
42_20240823 08,42,20240823 08,27.6,0.0,1.5,76.0,1.0,0.87,5397.84
42_20240823 09,42,20240823 09,29.4,0.0,1.6,65.0,1.0,1.61,5674.32
42_20240823 10,42,20240823 10,30.4,0.0,1.6,56.0,1.0,2.29,5727.6
42_20240823 11,42,20240823 11,31.5,0.0,2.0,50.0,1.0,2.78,5653.44
42_20240823 12,42,20240823 12,32.6,0.0,3.4,43.0,1.0,3.15,5531.04
42_20240823 13,42,20240823 13,33.5,0.0,3.6,43.0,1.0,3.26,5545.44
42_20240823 14,42,20240823 14,34.0,0.0,3.8,44.0,1.0,3.09,5662.08
42_20240823 15,42,20240823 15,34.7,0.0,3.8,41.0,1.0,2.87,5613.12
42_20240823 16,42,20240823 16,34.7,0.0,2.5,43.0,0.9,2.35,5554.08
42_20240823 17,42,20240823 17,34.0,0.0,1.7,44.0,0.3,0.94,5407.2
42_20240823 18,42,20240823 18,34.7,0.0,3.5,42.0,0.9,0.93,4786.56
42_20240823 19,42,20240823 19,32.8,0.0,0.9,50.0,0.5,0.24,4566.96
42_20240823 20,42,20240823 20,31.6,0.0,1.8,55.0,0.0,0.0,4434.48
42_20240823 21,42,20240823 21,30.5,0.0,1.3,61.0,0.0,0.0,4168.8
42_20240823 22,42,20240823 22,29.6,0.0,0.4,65.0,0.0,0.0,3908.16
42_20240823 23,42,20240823 23,28.5,0.0,0.7,70.0,0.0,0.0,3650.4
42_20240824 00,42,20240824 00,28.2,0.0,1.5,73.0,0.0,0.0,3593.52
42_20240824 01,42,20240824 01,27.2,0.0,0.5,76.0,0.0,0.0,3559.68
42_20240824 02,42,20240824 02,26.9,0.0,0.1,77.0,0.0,0.0,3561.12
42_20240824 03,42,20240824 03,26.3,0.0,0.1,79.0,0.0,0.0,3577.68
42_20240824 04,42,20240824 04,26.0,0.0,1.1,81.0,0.0,0.0,3690.72
42_20240824 05,42,20240824 05,25.6,0.0,1.1,82.0,0.0,0.0,3852.72
42_20240824 06,42,20240824 06,25.5,0.0,0.9,84.0,0.0,0.0,3888.0
42_20240824 07,42,20240824 07,25.8,0.0,0.6,83.0,0.3,0.18,3994.56
42_20240824 08,42,20240824 08,27.6,0.0,1.1,76.0,1.0,0.75,4106.88
42_20240824 09,42,20240824 09,29.8,0.0,1.8,63.0,1.0,1.48,4217.04
42_20240824 10,42,20240824 10,31.8,0.0,1.3,52.0,1.0,2.14,4263.84
42_20240824 11,42,20240824 11,32.3,0.0,2.1,52.0,1.0,2.64,4537.44
42_20240824 12,42,20240824 12,33.2,0.0,1.8,47.0,1.0,2.83,4381.2
42_20240824 13,42,20240824 13,34.6,0.0,3.5,44.0,1.0,3.19,4371.12
42_20240824 14,42,20240824 14,34.8,0.0,2.3,43.0,1.0,2.96,4469.76
42_20240824 15,42,20240824 15,34.9,0.0,1.9,42.0,0.7,2.06,4497.12
42_20240824 16,42,20240824 16,34.9,0.0,1.9,43.0,0.7,1.66,4548.96
42_20240824 17,42,20240824 17,35.4,0.0,2.9,40.0,1.0,1.56,4543.2
42_20240824 18,42,20240824 18,34.7,0.0,1.9,44.0,1.0,0.81,4530.24
42_20240824 19,42,20240824 19,33.0,0.0,2.2,50.0,0.5,0.19,4554.72
42_20240824 20,42,20240824 20,31.5,0.0,1.7,58.0,0.0,0.0,4496.4
42_20240824 21,42,20240824 21,30.6,0.0,0.8,61.0,0.0,0.0,4472.64
42_20240824 22,42,20240824 22,29.9,0.0,0.5,63.0,0.0,0.0,4107.6
42_20240824 23,42,20240824 23,29.1,0.0,2.9,69.0,0.0,0.0,3908.16
43_20240601 00,43,20240601 00,16.8,0.0,1.6,88.0,0.0,0.0,14670.0
43_20240601 01,43,20240601 01,16.5,0.7,2.0,92.0,0.0,0.0,13795.8
43_20240601 02,43,20240601 02,16.8,0.5,2.2,91.0,0.0,0.0,13791.6
43_20240601 03,43,20240601 03,16.5,0.0,1.5,90.0,0.0,0.0,13760.4
43_20240601 04,43,20240601 04,16.4,0.0,1.9,90.0,0.0,0.0,13699.8
43_20240601 05,43,20240601 05,16.1,0.0,2.2,90.0,0.0,0.0,13668.6
43_20240601 06,43,20240601 06,16.2,0.0,1.8,91.0,0.0,0.03,13677.0
43_20240601 07,43,20240601 07,16.4,0.1,1.9,91.0,0.0,0.21,13626.0
43_20240601 08,43,20240601 08,17.9,0.0,1.6,83.0,0.2,0.79,13673.4
43_20240601 09,43,20240601 09,19.6,0.0,2.1,74.0,0.5,1.54,13612.2
43_20240601 10,43,20240601 10,20.1,0.0,3.2,67.0,0.4,1.59,13651.2
43_20240601 11,43,20240601 11,21.5,0.0,2.8,60.0,0.7,2.6,13690.8
43_20240601 12,43,20240601 12,21.8,0.0,3.5,56.0,1.0,3.46,13732.2
43_20240601 13,43,20240601 13,22.6,0.0,4.0,50.0,1.0,3.54,13707.0
43_20240601 14,43,20240601 14,22.7,0.0,4.9,46.0,1.0,3.43,13689.0
43_20240601 15,43,20240601 15,23.8,0.0,4.4,44.0,1.0,3.14,13627.8
43_20240601 16,43,20240601 16,23.0,0.0,5.2,41.0,1.0,2.67,13659.0
43_20240601 17,43,20240601 17,22.1,0.0,4.3,47.0,1.0,2.06,13702.8
43_20240601 18,43,20240601 18,21.6,0.0,3.4,49.0,1.0,1.35,13752.6
43_20240601 19,43,20240601 19,19.8,0.0,3.8,54.0,1.0,0.61,13661.4
43_20240601 20,43,20240601 20,18.1,0.0,2.8,63.0,0.1,0.08,13584.0
43_20240601 21,43,20240601 21,17.3,0.0,2.2,70.0,0.0,0.0,13575.0
43_20240601 22,43,20240601 22,16.7,0.0,1.2,75.0,0.0,0.0,13490.4
43_20240601 23,43,20240601 23,15.8,0.0,0.3,81.0,0.0,0.0,13520.4
43_20240602 00,43,20240602 00,15.1,0.0,0.9,86.0,0.0,0.0,13537.2
43_20240602 01,43,20240602 01,15.0,0.0,0.8,86.0,0.0,0.0,13580.4
43_20240602 02,43,20240602 02,14.5,0.0,1.4,88.0,0.0,0.0,13550.4
43_20240602 03,43,20240602 03,14.9,0.0,1.5,84.0,0.0,0.0,13519.8
43_20240602 04,43,20240602 04,14.0,0.0,0.6,85.0,0.0,0.0,13560.0
43_20240602 05,43,20240602 05,12.9,0.0,0.8,89.0,0.0,0.0,13519.2
43_20240602 06,43,20240602 06,13.8,0.0,0.7,90.0,0.1,0.06,13523.4
43_20240602 07,43,20240602 07,16.4,0.0,0.5,80.0,1.0,0.55,13508.4
43_20240602 08,43,20240602 08,18.2,0.0,0.8,72.0,1.0,1.25,13534.2
43_20240602 09,43,20240602 09,20.0,0.0,1.4,56.0,1.0,1.92,13555.8
43_20240602 10,43,20240602 10,21.3,0.0,2.5,48.0,1.0,2.58,13520.4
43_20240602 11,43,20240602 11,22.7,0.0,1.8,46.0,1.0,3.08,13520.4
43_20240602 12,43,20240602 12,24.1,0.0,3.6,36.0,1.0,3.3,13495.2
43_20240602 13,43,20240602 13,24.5,0.0,3.7,42.0,1.0,3.58,13461.0
43_20240602 14,43,20240602 14,24.7,0.0,3.9,39.0,0.9,3.34,13499.4
43_20240602 15,43,20240602 15,24.3,0.0,4.6,40.0,1.0,3.19,13523.4
43_20240602 16,43,20240602 16,24.3,0.0,4.0,38.0,1.0,2.69,13551.6
43_20240602 17,43,20240602 17,24.1,0.0,3.6,41.0,1.0,2.0,13552.8
43_20240602 18,43,20240602 18,22.9,0.0,3.1,44.0,1.0,1.31,13562.4
43_20240602 19,43,20240602 19,22.0,0.0,3.2,46.0,1.0,0.61,13544.4
43_20240602 20,43,20240602 20,19.5,0.0,2.4,56.0,0.2,0.07,13499.4
43_20240602 21,43,20240602 21,18.2,0.0,0.7,58.0,0.0,0.0,13464.6
43_20240602 22,43,20240602 22,17.5,0.0,1.4,60.0,0.0,0.0,13480.8
43_20240602 23,43,20240602 23,16.5,0.0,0.9,65.0,0.0,0.0,13506.0
43_20240603 00,43,20240603 00,15.3,0.0,1.1,68.0,0.0,0.0,13493.4
43_20240603 01,43,20240603 01,14.9,0.0,0.0,67.0,0.0,0.0,13470.6
43_20240603 02,43,20240603 02,14.4,0.0,0.9,74.0,0.0,0.0,13446.0
43_20240603 03,43,20240603 03,13.7,0.0,1.1,82.0,0.0,0.0,13480.2
43_20240603 04,43,20240603 04,13.4,0.0,0.2,84.0,0.0,0.0,13542.6
43_20240603 05,43,20240603 05,13.1,0.0,0.4,86.0,0.0,0.0,13541.4
43_20240603 06,43,20240603 06,13.7,0.0,0.8,83.0,0.1,0.05,13515.6
43_20240603 07,43,20240603 07,18.0,0.0,2.4,68.0,1.0,0.56,13598.4
43_20240603 08,43,20240603 08,19.7,0.0,2.6,62.0,1.0,1.25,13725.0
43_20240603 09,43,20240603 09,21.1,0.0,2.3,57.0,1.0,1.95,13893.6
43_20240603 10,43,20240603 10,22.4,0.0,2.0,53.0,1.0,2.59,14000.4
43_20240603 11,43,20240603 11,23.5,0.0,3.0,43.0,1.0,3.13,14038.8
43_20240603 12,43,20240603 12,24.2,0.0,2.6,34.0,0.9,3.27,13950.6
43_20240603 13,43,20240603 13,25.4,0.0,2.5,34.0,1.0,3.45,13885.2
43_20240603 14,43,20240603 14,26.0,0.0,2.2,30.0,1.0,3.36,13983.6
43_20240603 15,43,20240603 15,26.7,0.0,3.4,29.0,1.0,3.12,14067.0
43_20240603 16,43,20240603 16,26.9,0.0,2.3,29.0,0.8,2.23,14058.0
43_20240603 17,43,20240603 17,26.5,0.0,2.9,30.0,1.0,2.09,14167.2
43_20240603 18,43,20240603 18,26.4,0.0,2.1,30.0,1.0,1.29,14265.6
43_20240603 19,43,20240603 19,24.1,0.0,2.3,46.0,0.8,0.47,14141.4
43_20240603 20,43,20240603 20,22.0,0.0,1.5,53.0,0.1,0.06,13963.2
43_20240603 21,43,20240603 21,20.5,0.0,1.2,57.0,0.0,0.0,13881.0
43_20240603 22,43,20240603 22,19.2,0.0,0.8,62.0,0.0,0.0,14423.4
43_20240603 23,43,20240603 23,20.8,0.0,2.8,34.0,0.0,0.0,14729.4
43_20240604 00,43,20240604 00,20.7,0.0,2.6,33.0,0.0,0.0,14627.4
43_20240604 01,43,20240604 01,20.0,0.0,2.5,32.0,0.0,0.0,13836.0
43_20240604 02,43,20240604 02,19.5,0.0,2.3,33.0,0.0,0.0,13557.0
43_20240604 03,43,20240604 03,18.4,0.0,2.0,36.0,0.0,0.0,13443.0
43_20240604 04,43,20240604 04,17.4,0.0,1.0,39.0,0.0,0.0,13350.6
43_20240604 05,43,20240604 05,15.1,0.0,1.1,51.0,0.0,0.0,13501.2
43_20240604 06,43,20240604 06,15.3,0.0,1.0,52.0,0.1,0.05,13578.6
43_20240604 07,43,20240604 07,19.5,0.0,1.3,40.0,1.0,0.63,13670.4
43_20240604 08,43,20240604 08,20.9,0.0,2.2,37.0,1.0,1.34,13952.4
43_20240604 09,43,20240604 09,22.3,0.0,2.4,38.0,1.0,2.02,14041.8
43_20240604 10,43,20240604 10,22.9,0.0,2.6,32.0,1.0,2.61,14103.6
43_20240604 11,43,20240604 11,24.2,0.0,2.3,30.0,1.0,3.09,14205.0
43_20240604 12,43,20240604 12,24.9,0.0,1.9,29.0,1.0,3.25,14289.0
43_20240604 13,43,20240604 13,26.1,0.0,2.5,29.0,1.0,3.42,14206.8
43_20240604 14,43,20240604 14,27.3,0.0,3.0,27.0,1.0,3.35,14136.0
43_20240604 15,43,20240604 15,27.5,0.0,3.8,32.0,1.0,2.99,14094.0
43_20240604 16,43,20240604 16,26.8,0.0,4.0,31.0,1.0,2.59,14104.8
43_20240604 17,43,20240604 17,26.1,0.0,3.3,34.0,1.0,1.96,14134.2
43_20240604 18,43,20240604 18,25.1,0.0,3.3,33.0,1.0,1.29,14145.0
43_20240604 19,43,20240604 19,24.0,0.0,2.3,33.0,1.0,0.6,14139.6
43_20240604 20,43,20240604 20,21.9,0.0,1.9,41.0,0.2,0.09,14062.8
43_20240604 21,43,20240604 21,20.0,0.0,1.9,51.0,0.0,0.0,13889.4
43_20240604 22,43,20240604 22,18.6,0.0,1.6,71.0,0.0,0.0,14514.0
43_20240604 23,43,20240604 23,18.2,0.0,0.7,76.0,0.0,0.0,14829.0
43_20240605 00,43,20240605 00,17.7,0.0,1.0,82.0,0.0,0.0,14676.6
43_20240605 01,43,20240605 01,17.3,0.0,1.1,82.0,0.0,0.0,13709.4
43_20240605 02,43,20240605 02,16.3,0.0,0.3,85.0,0.0,0.0,13673.4
43_20240605 03,43,20240605 03,15.7,0.0,0.4,89.0,0.0,0.0,13662.6
43_20240605 04,43,20240605 04,15.4,0.0,1.0,88.0,0.0,0.0,13659.6
43_20240605 05,43,20240605 05,15.5,0.0,0.9,91.0,0.0,0.0,13733.4
43_20240605 06,43,20240605 06,16.0,0.0,0.7,90.0,0.1,0.06,13793.4
43_20240605 07,43,20240605 07,18.5,0.0,0.7,78.0,1.0,0.51,13923.0
43_20240605 08,43,20240605 08,20.7,0.0,1.7,69.0,1.0,1.16,13969.8
43_20240605 09,43,20240605 09,21.9,0.0,0.9,62.0,1.0,1.78,14029.2
43_20240605 10,43,20240605 10,23.3,0.0,1.9,55.0,1.0,2.28,14133.6
43_20240605 11,43,20240605 11,24.9,0.0,2.0,50.0,1.0,2.84,14163.6
43_20240605 12,43,20240605 12,26.5,0.0,1.7,42.0,1.0,2.89,14259.6
43_20240605 13,43,20240605 13,27.7,0.0,1.0,42.0,1.0,3.04,14247.0
43_20240605 14,43,20240605 14,28.3,0.0,2.5,42.0,0.9,3.0,14299.8
43_20240605 15,43,20240605 15,26.3,0.0,3.1,48.0,0.5,1.98,14378.4
43_20240605 16,43,20240605 16,25.4,0.0,2.7,50.0,0.6,1.54,14377.2
43_20240605 17,43,20240605 17,25.2,0.0,3.1,47.0,1.0,1.57,14350.8
43_20240605 18,43,20240605 18,23.0,0.0,2.7,51.0,0.1,0.69,14378.4
43_20240605 19,43,20240605 19,21.9,0.0,2.9,53.0,0.0,0.34,14337.0
43_20240605 20,43,20240605 20,20.8,0.0,1.7,60.0,0.0,0.07,14195.4
43_20240605 21,43,20240605 21,19.3,0.0,1.9,67.0,0.0,0.0,14131.2
43_20240605 22,43,20240605 22,18.7,0.0,2.0,72.0,0.0,0.0,14774.4
43_20240605 23,43,20240605 23,18.4,0.0,1.5,72.0,0.0,0.0,15079.2
43_20240606 00,43,20240606 00,18.2,0.0,0.8,71.0,0.0,0.0,14919.0
43_20240606 01,43,20240606 01,17.7,0.0,1.1,73.0,0.0,0.0,14176.2
43_20240606 02,43,20240606 02,17.1,0.0,0.3,76.0,0.0,0.0,13860.0
43_20240606 03,43,20240606 03,16.9,0.0,0.2,77.0,0.0,0.0,13803.0
43_20240606 04,43,20240606 04,17.2,0.0,0.7,80.0,0.0,0.0,13740.0
43_20240606 05,43,20240606 05,16.7,0.0,0.5,84.0,0.0,0.0,13762.8
43_20240606 06,43,20240606 06,16.8,0.0,0.2,84.0,0.0,0.02,13761.6
43_20240606 07,43,20240606 07,17.6,0.0,0.1,79.0,0.0,0.21,13740.0
43_20240606 08,43,20240606 08,20.1,0.0,1.5,58.0,0.4,0.76,13738.8
43_20240606 09,43,20240606 09,21.1,0.0,1.7,60.0,0.5,1.03,13753.2
43_20240606 10,43,20240606 10,23.5,0.0,2.4,53.0,1.0,2.22,13779.0
43_20240606 11,43,20240606 11,24.8,0.0,2.0,45.0,1.0,2.79,13802.4
43_20240606 12,43,20240606 12,26.5,0.0,1.5,44.0,1.0,3.25,13840.8
43_20240606 13,43,20240606 13,27.5,0.0,2.0,40.0,1.0,3.41,13841.4
43_20240606 14,43,20240606 14,28.5,0.0,3.0,39.0,1.0,3.12,13851.0
43_20240606 15,43,20240606 15,28.7,0.0,2.7,37.0,1.0,3.05,13897.2
43_20240606 16,43,20240606 16,29.2,0.0,2.6,35.0,1.0,2.54,13906.8
43_20240606 17,43,20240606 17,27.6,0.0,3.8,47.0,0.9,1.93,13865.4
43_20240606 18,43,20240606 18,25.9,0.0,2.9,51.0,1.0,1.16,13836.0
43_20240606 19,43,20240606 19,22.6,0.0,2.9,58.0,1.0,0.51,13791.0
43_20240606 20,43,20240606 20,20.8,0.0,2.1,63.0,0.1,0.07,13760.4
43_20240606 21,43,20240606 21,19.5,0.0,0.8,73.0,0.0,0.0,13789.2
43_20240606 22,43,20240606 22,18.8,0.0,0.6,75.0,0.0,0.0,13752.6
43_20240606 23,43,20240606 23,18.3,0.0,1.1,77.0,0.0,0.0,13701.0
43_20240607 00,43,20240607 00,17.8,0.0,1.4,79.0,0.0,0.0,13668.6
43_20240607 01,43,20240607 01,16.9,0.0,0.6,79.0,0.0,0.0,13645.2
43_20240607 02,43,20240607 02,16.2,0.0,0.7,82.0,0.0,0.0,13608.0
43_20240607 03,43,20240607 03,16.1,0.0,1.1,81.0,0.0,0.0,13596.0
43_20240607 04,43,20240607 04,16.2,0.0,0.3,82.0,0.0,0.0,13624.2
43_20240607 05,43,20240607 05,15.3,0.0,0.5,87.0,0.0,0.0,13683.6
43_20240607 06,43,20240607 06,16.2,0.0,0.5,86.0,0.0,0.08,13645.2
43_20240607 07,43,20240607 07,18.2,0.0,0.4,80.0,0.3,0.51,13653.0
43_20240607 08,43,20240607 08,19.9,0.0,1.3,66.0,0.5,0.87,13767.6
43_20240607 09,43,20240607 09,21.6,0.0,1.7,49.0,1.0,1.76,13921.8
43_20240607 10,43,20240607 10,23.5,0.0,1.3,40.0,1.0,2.28,14043.0
43_20240607 11,43,20240607 11,24.0,0.0,1.9,43.0,0.4,1.95,14125.2
43_20240607 12,43,20240607 12,25.4,0.0,2.1,40.0,0.8,2.39,14163.6
43_20240607 13,43,20240607 13,25.3,0.0,2.0,42.0,0.3,1.88,14107.8
43_20240607 14,43,20240607 14,26.2,0.0,3.0,42.0,0.7,2.34,14194.8
43_20240607 15,43,20240607 15,26.9,0.0,1.2,42.0,0.7,2.16,14213.4
43_20240607 16,43,20240607 16,27.0,0.0,1.8,41.0,0.8,1.82,14173.2
43_20240607 17,43,20240607 17,26.4,0.0,2.5,44.0,0.2,1.09,14217.0
43_20240607 18,43,20240607 18,25.6,0.0,2.7,48.0,0.2,0.77,14249.4
43_20240607 19,43,20240607 19,23.8,0.0,2.4,49.0,0.0,0.24,14131.8
43_20240607 20,43,20240607 20,22.5,0.0,1.8,50.0,0.0,0.05,13971.6
43_20240607 21,43,20240607 21,20.6,0.0,1.7,61.0,0.0,0.0,13825.2
43_20240607 22,43,20240607 22,20.0,0.0,1.0,68.0,0.0,0.0,14544.6
43_20240607 23,43,20240607 23,19.5,0.0,1.4,72.0,0.0,0.0,14994.0
43_20240608 00,43,20240608 00,19.3,0.0,1.2,69.0,0.0,0.0,14713.2
43_20240608 01,43,20240608 01,18.7,0.0,1.9,75.0,0.0,0.0,13747.2
43_20240608 02,43,20240608 02,17.9,0.1,0.3,83.0,0.0,0.0,13773.0
43_20240608 03,43,20240608 03,18.0,0.0,1.1,77.0,0.0,0.0,13797.6
43_20240608 04,43,20240608 04,17.5,0.0,1.2,83.0,0.0,0.0,13739.4
43_20240608 05,43,20240608 05,17.5,0.0,0.4,85.0,0.0,0.0,13731.0
43_20240608 06,43,20240608 06,18.3,0.0,1.8,75.0,0.0,0.02,13753.8
43_20240608 07,43,20240608 07,17.4,0.2,2.6,86.0,0.0,0.06,13731.0
43_20240608 08,43,20240608 08,17.2,3.8,1.0,92.0,0.0,0.1,13696.2
43_20240608 09,43,20240608 09,17.4,2.7,2.0,93.0,0.0,0.12,13731.0
43_20240608 10,43,20240608 10,17.7,5.6,0.5,94.0,0.0,0.16,13748.4
43_20240608 11,43,20240608 11,18.4,1.0,0.3,91.0,0.0,0.34,13710.0
43_20240608 12,43,20240608 12,20.3,0.0,2.0,84.0,0.0,1.09,13771.8
43_20240608 13,43,20240608 13,21.9,0.0,2.6,78.0,0.2,1.91,13760.4
43_20240608 14,43,20240608 14,22.8,0.0,2.2,75.0,0.3,1.62,13671.0
43_20240608 15,43,20240608 15,23.7,0.0,3.0,68.0,0.4,1.72,13700.4
43_20240608 16,43,20240608 16,24.0,0.0,2.4,66.0,0.5,1.78,13728.0
43_20240608 17,43,20240608 17,24.1,0.0,2.9,67.0,0.8,1.73,13735.8
43_20240608 18,43,20240608 18,23.5,0.0,2.6,65.0,0.9,1.25,13708.8
43_20240608 19,43,20240608 19,22.5,0.0,2.4,68.0,1.0,0.57,13681.8
43_20240608 20,43,20240608 20,21.0,0.0,1.1,75.0,0.2,0.11,13672.8
43_20240608 21,43,20240608 21,19.6,0.0,1.6,82.0,0.0,0.0,13599.6
43_20240608 22,43,20240608 22,19.0,0.0,1.0,86.0,0.0,0.0,13593.6
43_20240608 23,43,20240608 23,18.3,0.0,0.4,89.0,0.0,0.0,13648.8
43_20240609 00,43,20240609 00,17.9,0.0,0.9,91.0,0.0,0.0,13595.4
43_20240609 01,43,20240609 01,17.7,0.0,0.8,92.0,0.0,0.0,13587.6
43_20240609 02,43,20240609 02,17.6,0.0,0.5,93.0,0.0,0.0,13624.2
43_20240609 03,43,20240609 03,17.5,0.0,1.6,94.0,0.0,0.0,13621.2
43_20240609 04,43,20240609 04,17.2,0.0,0.4,93.0,0.0,0.0,13626.6
43_20240609 05,43,20240609 05,17.0,0.0,0.9,94.0,0.0,0.0,13609.2
43_20240609 06,43,20240609 06,16.9,0.0,0.5,94.0,0.0,0.07,13544.4
43_20240609 07,43,20240609 07,18.3,0.0,0.8,92.0,0.1,0.42,13543.8
